question_id,subject,bloom_level,question_text,question_length,mean_score,std_dev,pass_rate,discrimination_index,difficulty_label
Q0693,Computer Science,Create,Develop an algorithm based on operating system scheduling that improves efficiency.,11,59.4,9.11,0.52,0.48,Medium
Q0694,Physics,Analyze,Break down the forces acting in a system involving optics.,10,63.38,10.61,0.66,0.51,Medium
Q0695,Biology,Apply,Apply your knowledge of protein synthesis to explain the given case study.,12,91.91,9.61,0.96,0.16,Easy
Q0696,Mathematics,Analyze,Break down the steps involved in solving probability.,8,87.53,4.18,0.85,0.21,Easy
Q0697,Physics,Understand,Interpret the graph showing nuclear fission over time.,8,22.93,18.62,0.25,0.77,Medium
Q0698,Computer Science,Create,Create a flowchart illustrating the process of machine learning.,9,93.65,8.69,0.81,0.29,Medium
Q0699,Computer Science,Evaluate,Assess the security implications of using sorting algorithms.,8,90.6,8.09,0.8,0.15,Medium
Q0700,Physics,Understand,Explain nuclear fission using everyday examples.,6,67.68,11.7,0.66,0.41,Easy
Q0701,Physics,Create,Design an experiment to measure thermodynamics accurately.,7,50.31,11.83,0.58,0.45,Medium
Q0702,Mathematics,Remember,What is the formula for calculus?,6,50.87,17.08,0.75,0.53,Easy
Q0703,Biology,Apply,Use the concept of enzyme activity to predict the outcome of the experiment.,13,36.78,11.59,0.41,0.46,Medium
Q0704,Biology,Apply,Apply your knowledge of cellular respiration to explain the given case study.,12,23.3,13.81,0.29,0.5,Medium
Q0705,Computer Science,Analyze,Break down the architecture of operating system scheduling.,8,40.87,18.97,0.42,0.55,Medium
Q0706,Physics,Analyze,Differentiate between momentum and quantum mechanics.,6,27.89,21.93,0.37,0.5,Medium
Q0707,Computer Science,Remember,What does sorting algorithms stand for?,6,70.9,4.82,0.92,0.21,Easy
Q0708,Physics,Create,Construct a simulation to demonstrate thermodynamics.,6,56.44,9.12,0.67,0.34,Medium
Q0709,Physics,Understand,Describe the relationship between electric circuits and energy.,8,38.75,19.87,0.3,0.68,Medium
Q0710,Computer Science,Analyze,Break down the architecture of binary trees.,7,26.15,15.98,0.13,0.57,Hard
Q0711,Physics,Evaluate,Critique the assumptions made in the nuclear fission model.,9,22.65,13.88,0.11,0.61,Hard
Q0712,Mathematics,Apply,Calculate the value of statistics given the following data.,9,36.4,21.41,0.21,0.71,Medium
Q0713,Physics,Apply,Use the concept of electromagnetism to explain the given experiment.,10,38.59,16.57,0.31,0.48,Medium
Q0714,Biology,Remember,Define mitosis in biological terms.,5,75.21,5.72,0.85,0.26,Easy
Q0715,Biology,Analyze,Analyze the relationship between cellular respiration and cellular respiration.,9,43.04,20.84,0.31,0.58,Medium
Q0716,Computer Science,Analyze,Differentiate between recursion and machine learning.,6,54.7,10.68,0.63,0.32,Medium
Q0717,Biology,Create,Develop a model to explain the mechanism of genetic mutation.,10,46.01,11.42,0.59,0.36,Hard
Q0718,Mathematics,Apply,Use statistics to find the area of the given figure.,10,46.98,16.02,0.54,0.55,Medium
Q0719,Biology,Apply,Calculate the rate of mitosis given the experimental data.,9,58.77,17.17,0.6,0.43,Medium
Q0720,Physics,Apply,Apply the formula for electromagnetism to solve the given problem.,10,72.04,6.52,0.78,0.27,Easy
Q0721,Mathematics,Remember,List the properties of number theory.,6,62.61,11.14,0.67,0.49,Easy
Q0722,Physics,Understand,Interpret the graph showing relativity over time.,7,71.96,9.88,0.81,0.27,Easy
Q0723,Mathematics,Analyze,Differentiate between trigonometry and differential equations with examples.,8,74.29,6.34,0.92,0.32,Easy
Q0724,Biology,Apply,Use the concept of photosynthesis to predict the outcome of the experiment.,12,73.38,4.34,0.95,0.27,Easy
Q0725,Biology,Create,Design an experiment to test the effect of temperature on enzyme activity.,12,76.04,8.89,0.96,0.23,Medium
Q0726,Computer Science,Analyze,Differentiate between TCP/IP protocol and sorting algorithms.,7,47.91,17.02,0.67,0.41,Medium
Q0727,Biology,Evaluate,Evaluate the significance of osmosis in evolution.,7,77.37,8.81,0.84,0.18,Medium
Q0728,Biology,Create,Formulate a research question about natural selection in the context of disease.,12,63.28,17.99,0.46,0.4,Medium
Q0729,Mathematics,Analyze,Compare and contrast integration with matrices.,6,58.83,10.68,0.64,0.52,Medium
Q0730,Biology,Create,Develop a model to explain the mechanism of immune response.,10,49.03,15.26,0.59,0.41,Hard
Q0731,Biology,Understand,Summarize the role of genetic mutation in cell function.,9,38.07,14.68,0.25,0.78,Medium
Q0732,Computer Science,Apply,Demonstrate the use of binary trees in the given scenario.,10,47.15,12.83,0.5,0.34,Medium
Q0733,Biology,Apply,Use the concept of DNA replication to predict the outcome of the experiment.,13,83.92,9.99,0.84,0.17,Easy
Q0734,Mathematics,Remember,State the matrices theorem.,4,47.85,10.27,0.62,0.42,Easy
Q0735,Physics,Understand,Interpret the graph showing nuclear fission over time.,8,41.84,17.25,0.14,0.47,Medium
Q0736,Mathematics,Evaluate,Justify why linear algebra is preferred over trigonometry.,8,66.46,9.02,0.62,0.43,Medium
Q0737,Physics,Understand,Describe the relationship between gravitational force and energy.,8,37.7,19.14,0.27,0.75,Medium
Q0738,Computer Science,Remember,What does recursion stand for?,5,30.98,14.99,0.37,0.54,Medium
Q0739,Computer Science,Remember,What does neural networks stand for?,6,87.88,5.91,0.9,0.16,Easy
Q0740,Biology,Analyze,Analyze the relationship between genetic mutation and cellular respiration.,9,42.45,21.42,0.28,0.69,Medium
Q0741,Mathematics,Create,Construct a proof for differential equations.,6,43.59,11.02,0.21,0.79,Hard
Q0742,Biology,Remember,List the stages of osmosis.,5,61.04,17.03,0.47,0.46,Easy
Q0743,Physics,Create,Develop a theoretical model incorporating wave motion.,7,42.73,10.09,0.2,0.63,Hard
Q0744,Computer Science,Evaluate,Critique the design of neural networks in the given system.,10,60.45,12.42,0.55,0.5,Medium
Q0745,Mathematics,Remember,State the statistics theorem.,4,54.75,15.19,0.71,0.43,Easy
Q0746,Physics,Evaluate,Judge the accuracy of the experiment measuring optics.,8,60.89,8.23,0.72,0.43,Medium
Q0747,Biology,Evaluate,Evaluate the significance of mitosis in evolution.,7,71.5,5.61,0.9,0.19,Medium
Q0748,Physics,Evaluate,Assess whether gravitational force holds true in the given scenario.,10,31.33,21.8,0.38,0.8,Hard
Q0749,Physics,Create,Develop a theoretical model incorporating thermodynamics.,6,37.87,18.07,0.35,0.63,Hard
Q0750,Computer Science,Apply,Demonstrate the use of machine learning in the given scenario.,10,48.66,12.26,0.57,0.32,Medium
Q0751,Computer Science,Analyze,Break down the architecture of operating system scheduling.,8,86.92,5.82,0.88,0.29,Easy
Q0752,Biology,Analyze,Compare genetic mutation in prokaryotes and eukaryotes.,7,68.7,15.32,0.58,0.34,Medium
Q0753,Computer Science,Create,Develop an algorithm based on encryption that improves efficiency.,9,58.23,14.94,0.59,0.31,Medium
Q0754,Mathematics,Evaluate,Evaluate the efficiency of matrices in solving complex problems.,9,22.76,14.44,0.2,0.63,Hard
Q0755,Physics,Apply,Use the concept of quantum mechanics to explain the given experiment.,11,70.7,4.0,0.94,0.21,Easy
Q0756,Computer Science,Create,Construct a database schema using principles of operating system scheduling.,10,48.06,11.49,0.71,0.4,Medium
Q0757,Physics,Analyze,Differentiate between nuclear fission and relativity.,6,63.0,14.06,0.68,0.43,Medium
Q0758,Computer Science,Create,Create a flowchart illustrating the process of recursion.,8,65.0,14.65,0.57,0.36,Medium
Q0759,Mathematics,Create,Formulate a new equation using the principles of graph theory.,10,38.4,17.75,0.4,0.7,Hard
Q0760,Mathematics,Understand,Interpret the graph representing graph theory.,6,33.55,19.09,0.44,0.63,Medium
Q0761,Mathematics,Create,Develop a solution strategy for linear algebra that minimizes errors.,10,24.49,10.23,0.38,0.54,Hard
Q0762,Physics,Analyze,Analyze how relativity changes under different conditions.,7,57.29,17.34,0.55,0.35,Medium
Q0763,Biology,Apply,Apply your knowledge of DNA replication to explain the given case study.,12,94.49,6.79,0.82,0.15,Easy
Q0764,Biology,Create,Formulate a research question about mitosis in the context of disease.,11,85.36,5.28,0.76,0.11,Medium
Q0765,Computer Science,Analyze,Compare operating system scheduling and neural networks in terms of performance.,11,26.45,21.3,0.41,0.47,Medium
Q0766,Biology,Evaluate,Critique the experimental design used to study mitosis.,8,29.63,11.38,0.12,0.61,Hard
Q0767,Mathematics,Analyze,Compare and contrast statistics with number theory.,7,67.84,8.19,0.62,0.45,Medium
Q0768,Computer Science,Apply,Apply recursion to solve the given computational problem.,8,56.15,16.46,0.6,0.5,Medium
Q0769,Computer Science,Understand,Illustrate the concept of operating system scheduling using a diagram.,10,55.59,17.11,0.59,0.3,Easy
Q0770,Computer Science,Remember,List the types of neural networks.,6,93.05,4.91,0.81,0.27,Easy
Q0771,Physics,Remember,Define relativity in the context of physics.,7,83.35,3.49,0.77,0.27,Easy
Q0772,Biology,Understand,Summarize the role of genetic mutation in cell function.,9,68.94,11.18,0.65,0.39,Easy
Q0773,Computer Science,Create,Develop an algorithm based on sorting algorithms that improves efficiency.,10,28.54,15.52,0.31,0.46,Hard
Q0774,Mathematics,Remember,What is the formula for linear algebra?,7,55.33,16.95,0.66,0.49,Easy
Q0775,Mathematics,Create,Develop a solution strategy for probability that minimizes errors.,9,48.09,17.72,0.56,0.45,Hard
Q0776,Mathematics,Analyze,Break down the steps involved in solving statistics.,8,49.82,8.09,0.67,0.49,Medium
Q0777,Physics,Create,Develop a theoretical model incorporating momentum.,6,94.5,9.77,0.76,0.22,Medium
Q0778,Biology,Remember,Define mitosis in biological terms.,5,34.23,15.93,0.29,0.68,Medium
Q0779,Mathematics,Understand,Describe how calculus works in real-world scenarios.,7,84.25,4.6,0.88,0.3,Easy
Q0780,Physics,Create,Design an experiment to measure gravitational force accurately.,8,56.35,17.38,0.64,0.54,Medium
Q0781,Biology,Apply,Use the concept of photosynthesis to predict the outcome of the experiment.,12,82.96,6.47,0.87,0.11,Easy
Q0782,Biology,Evaluate,Evaluate the significance of natural selection in evolution.,8,45.13,9.95,0.47,0.44,Medium
Q0783,Mathematics,Understand,Interpret the graph representing calculus.,5,78.23,3.44,0.9,0.11,Easy
Q0784,Physics,Understand,Describe the relationship between thermodynamics and energy.,7,75.96,5.39,0.76,0.18,Easy
Q0785,Mathematics,Create,Design a mathematical model using probability to represent a real-world problem.,11,48.12,17.75,0.73,0.39,Medium
Q0786,Biology,Remember,List the stages of osmosis.,5,60.65,8.66,0.65,0.44,Easy
Q0787,Mathematics,Evaluate,Critique the use of integration in the given scenario.,9,25.83,17.19,0.33,0.45,Hard
Q0788,Mathematics,Apply,"Solve the following problem using linear algebra: if x = 5, find y.",13,61.89,8.26,0.61,0.45,Medium
Q0789,Mathematics,Evaluate,Critique the use of integration in the given scenario.,9,24.84,16.88,0.32,0.54,Hard
Q0790,Computer Science,Understand,Summarize the working of dynamic programming.,6,71.1,3.89,0.89,0.23,Easy
Q0791,Computer Science,Understand,Describe the role of sorting algorithms in modern computing.,9,60.08,10.91,0.74,0.43,Easy
Q0792,Mathematics,Analyze,Analyze the relationship between integration and graph theory.,8,69.41,14.41,0.51,0.32,Medium
Q0793,Physics,Evaluate,Evaluate the impact of nuclear fission on energy conservation.,9,53.39,11.0,0.55,0.33,Medium
Q0794,Mathematics,Create,Formulate a new equation using the principles of differential equations.,10,75.76,7.37,0.81,0.28,Medium
Q0795,Biology,Understand,Describe how enzyme activity contributes to homeostasis.,7,20.17,10.12,0.23,0.64,Medium
Q0796,Computer Science,Create,Develop an algorithm based on neural networks that improves efficiency.,10,64.14,8.44,0.46,0.35,Medium
Q0797,Computer Science,Apply,Write a program to implement sorting algorithms.,7,26.15,12.35,0.16,0.54,Medium
Q0798,Biology,Create,Construct a phylogenetic tree based on DNA replication.,8,22.77,21.23,0.21,0.53,Hard
Q0799,Biology,Create,Formulate a research question about cellular respiration in the context of disease.,12,73.61,9.47,0.94,0.15,Medium
Q0800,Biology,Create,Develop a model to explain the mechanism of cellular respiration.,10,71.15,7.31,0.8,0.23,Medium
Q0801,Mathematics,Create,Construct a proof for linear algebra.,6,41.82,20.22,0.44,0.76,Hard
Q0802,Mathematics,Understand,Interpret the graph representing probability.,5,63.78,14.45,0.6,0.42,Easy
Q0803,Physics,Evaluate,Evaluate the impact of optics on energy conservation.,8,62.89,12.95,0.53,0.4,Medium
Q0804,Computer Science,Analyze,Break down the architecture of dynamic programming.,7,29.9,13.67,0.41,0.65,Medium
Q0805,Mathematics,Understand,Summarize the key principles of differential equations.,7,27.38,16.23,0.18,0.46,Medium
Q0806,Biology,Analyze,Compare enzyme activity in prokaryotes and eukaryotes.,7,65.11,11.17,0.56,0.34,Medium
Q0807,Physics,Remember,Define thermodynamics in the context of physics.,7,82.54,6.83,0.77,0.17,Easy
Q0808,Mathematics,Apply,Use statistics to find the area of the given figure.,10,75.01,4.38,0.83,0.18,Easy
Q0809,Physics,Remember,State Newton's law related to nuclear fission.,7,27.05,14.16,0.45,0.78,Medium
Q0810,Computer Science,Analyze,Differentiate between TCP/IP protocol and recursion.,6,88.08,4.47,0.81,0.25,Easy
Q0811,Mathematics,Apply,"Solve the following problem using matrices: if x = 5, find y.",12,30.72,21.3,0.25,0.6,Medium
Q0812,Computer Science,Apply,Demonstrate the use of database normalization in the given scenario.,10,20.24,19.72,0.39,0.57,Medium
Q0813,Physics,Apply,Use the concept of electric circuits to explain the given experiment.,11,59.19,8.32,0.49,0.54,Medium
Q0814,Biology,Understand,Illustrate the cycle of enzyme activity with a diagram.,9,21.59,14.64,0.27,0.57,Medium
Q0815,Computer Science,Remember,Define the term binary trees.,5,49.44,16.26,0.63,0.31,Easy
Q0816,Physics,Understand,Describe the relationship between gravitational force and energy.,8,86.49,3.49,0.76,0.23,Easy
Q0817,Biology,Understand,Describe how DNA replication contributes to homeostasis.,7,23.23,15.02,0.36,0.59,Medium
Q0818,Physics,Analyze,Compare relativity in elastic and inelastic collisions.,7,36.62,11.91,0.3,0.56,Medium
Q0819,Physics,Understand,Summarize the principles governing electric circuits.,6,73.57,3.45,0.85,0.3,Easy
Q0820,Biology,Analyze,Differentiate between osmosis and DNA replication.,6,63.43,10.88,0.71,0.41,Medium
Q0821,Biology,Understand,Explain the process of osmosis in living organisms.,8,85.44,6.02,0.84,0.26,Easy
Q0822,Computer Science,Understand,Describe the role of TCP/IP protocol in modern computing.,9,85.7,5.04,0.97,0.27,Easy
Q0823,Mathematics,Apply,Use statistics to find the area of the given figure.,10,72.63,8.37,0.83,0.21,Easy
Q0824,Mathematics,Analyze,Differentiate between statistics and integration with examples.,7,85.97,7.73,0.86,0.19,Easy
Q0825,Mathematics,Remember,List the properties of linear algebra.,6,87.73,3.96,0.91,0.22,Easy
Q0826,Computer Science,Create,Design a system using operating system scheduling to handle real-time data.,11,23.51,19.85,0.39,0.51,Hard
Q0827,Computer Science,Apply,Use machine learning to optimize the following algorithm.,8,88.54,4.18,0.91,0.1,Easy
Q0828,Physics,Understand,Explain wave motion using everyday examples.,6,70.86,7.73,0.8,0.27,Easy
Q0829,Biology,Remember,Define natural selection in biological terms.,6,46.22,11.77,0.51,0.36,Easy
Q0830,Mathematics,Analyze,Compare and contrast probability with statistics.,6,70.36,8.74,0.91,0.12,Easy
Q0831,Mathematics,Analyze,Differentiate between differential equations and linear algebra with examples.,9,65.39,11.23,0.64,0.46,Medium
Q0832,Computer Science,Understand,Describe the role of TCP/IP protocol in modern computing.,9,78.08,3.1,0.91,0.1,Easy
Q0833,Mathematics,Create,Formulate a new equation using the principles of number theory.,10,36.25,14.43,0.12,0.53,Hard
Q0834,Mathematics,Create,Formulate a new equation using the principles of differential equations.,10,69.76,16.5,0.5,0.54,Medium
Q0835,Physics,Understand,Summarize the principles governing momentum.,5,67.1,11.18,0.71,0.42,Easy
Q0836,Biology,Evaluate,Evaluate the significance of enzyme activity in evolution.,8,50.81,13.87,0.75,0.36,Medium
Q0837,Biology,Understand,Describe how photosynthesis contributes to homeostasis.,6,46.5,11.75,0.54,0.34,Medium
Q0838,Biology,Create,Formulate a research question about enzyme activity in the context of disease.,12,23.36,13.81,0.38,0.46,Hard
